created_at,tweet_text,retweet_count,author,hashtags
Sun Feb 16 12:43:05 +0000 2020,Replacement Gas Boiler https://t.co/9Z0H3AbEBt Replacement Gas Boiler Installation have accessibility to teams of h… https://t.co/vGMGKAqb2A,0,digimanchester,
Sun Feb 16 12:42:01 +0000 2020,RT @sundarpichai: A big welcome to the winning teams of our @GoogleAI Impact Challenge visiting the Bay Area this week! Really inspiring to…,289,SladeGrantham,
Sun Feb 16 12:41:56 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,FrackHazReveal,
Sun Feb 16 12:41:49 +0000 2020,"RT @AccessAdvisr: Really looking forward to going to the 'Accessibility Nottingham' event on Tuesday and giving a talk on my life, accessib…",1,HeX_Productions,
Sun Feb 16 12:41:26 +0000 2020,#NAME?,0,weisiang96,
Sun Feb 16 12:41:08 +0000 2020,"RT @techsocialnet: https://t.co/PmCi9dcxrW

Check out the article on Web Accessibility - Its made me think in a different perspective.

 #w…",3,JosephP79752742,
Sun Feb 16 12:40:30 +0000 2020,RT @madacenterQatar: On Monday 17th February we will be running a training session on Digital Content Accessibility. This will be a hands o…,1,Dena_AlThani,
Sun Feb 16 12:40:16 +0000 2020,Happy #SundayMorning all! If you have 27 seconds please #vote for me in the Power Person (#influencer) of… https://t.co/Ef6RAVtwUL,1,KristinSmedley,SundayMorning vote influencer
Sun Feb 16 12:40:16 +0000 2020,"Really looking forward to going to the 'Accessibility Nottingham' event on Tuesday and giving a talk on my life, ac… https://t.co/fQfMntnCAg",1,AccessAdvisr,
Sun Feb 16 12:40:06 +0000 2020,#NAME?,0,weisiang96,
Sun Feb 16 12:38:58 +0000 2020,"Found two bugs 

- Unable to update apps 
- Accessibility shortcut broken 

#unc0ver",0,weisiang96,unc0ver
Sun Feb 16 12:38:33 +0000 2020,"@VerbingNouns Completely agree, it's so hard. Accessibility is important but so is workers' rights &amp; it makes me si… https://t.co/VgghgpplXp",0,rebeccalinnett,
Sun Feb 16 12:38:30 +0000 2020,"Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the pub… https://t.co/Ii62vi7b5x",13,_Ben_Franklin1,
Sun Feb 16 12:38:21 +0000 2020,RT @UN_Enable: A new ‘Easy Read’ version of the executive summary on enhancing accessibility for persons with disabilities to conferences a…,6,ncpedp_india,
Sun Feb 16 12:38:04 +0000 2020,RT @hotpinksun: How dare you fail to acknowledge lack of accessibility on a regular basis - but instead try to weaponize a feigned concern…,101,okreroy,
Sun Feb 16 12:37:44 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,Crypt0_womanIac,
Sun Feb 16 12:37:28 +0000 2020,"RT @PiperPerabo: Polling places should be accessible to all voters. If you are having trouble accessing a voting location, or think your vo…",30,rletissier,
Sun Feb 16 12:36:01 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,kaktoos2019,
Sun Feb 16 12:36:01 +0000 2020,"RT @flavourIE: READ my article on @echolivecork asking Where is the food system failing us in Cork?
It’s in response to the launch of the C…",3,chadpbyrne,
Sun Feb 16 12:35:56 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,athi_ny,
Sun Feb 16 12:34:29 +0000 2020,RT @CanIPlayThat: Check out these accessibility improvements made in Metro Exodus!,3,PaintySim,
Sun Feb 16 12:33:09 +0000 2020,"Teach your dog a new trick ❣️

Type: Relaxation 🧘

Participants: 1

Accessibility: 0.15/1 (zero being the most acce… https://t.co/9JvK20vfdz",0,TheBetterBot,
Sun Feb 16 12:32:56 +0000 2020,@SkyHelpTeam The number given doesn't allow me to report a fault. Its for talking about accessibility issues.,0,NigelandW,
Sun Feb 16 12:32:52 +0000 2020,"RT @AuroraBerger: #CAA2020 presenters and all other conferences and speakers everywhere, USE THE MICROPHONE. It’s about accessibility. DO N…",11,LalaineLittle,CAA2020
Sun Feb 16 12:32:23 +0000 2020,RT @MikaSuutari: #Headphones in #openconcept event spaces offer an #accessible experience.  #technology #accessibility #bett2020 https://t.…,2,Acuity_Design,Headphones openconcept accessible technology accessibility bett2020
Sun Feb 16 12:31:50 +0000 2020,"RT @wcagtest: Wanted: accessibility tester with low vision (location is Hamburg, Germany) 
https://t.co/LieOdlcWYL",8,phowardcom,
Sun Feb 16 12:31:41 +0000 2020,"@mssinenomine Hi! I have Arthrogryposis and I’m passionate about web accessibility, cats, and good tv!",0,Valbakuh,
Sun Feb 16 12:31:39 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,BorisKnez90,
Sun Feb 16 12:29:54 +0000 2020,"RT @RoyalBlind: When you're using hashtags, always use CamelCase (capitalise the first letter of every word). This means that the words in…",20,hereitcomesagin,
Sun Feb 16 12:29:45 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,krissyyvee,
Sun Feb 16 12:29:43 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,JafethvE,GameDev
Sun Feb 16 12:29:16 +0000 2020,⚽ ⚽ ⚽ Heading to the @Arsenal v @NUFC today? Need to know about #Accessibility at @emirates Stadium? Our Access Gui… https://t.co/mPSXBMce5a,0,AccessAbleUK,Accessibility
Sun Feb 16 12:29:15 +0000 2020,ICYMI this old AppleVis blog has recently been revived: App Accessibility in The Media: Dispelling Some Misconcepti… https://t.co/jFoxuRj7jI,2,AppleVis,
Sun Feb 16 12:28:54 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,CanIPlayThat,GameDev
Sun Feb 16 12:28:46 +0000 2020,RT @superblindman: Hey #Dreams PS4 community. I am a totally blind gamer and accessibility consultant looking to do an external colaboratio…,48,TDK_CHIPTUNE,Dreams
Sun Feb 16 12:27:50 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,thomasoldham,
Sun Feb 16 12:27:23 +0000 2020,"RT @ARGohdes: Internet accessibility is political - so political that states can make it part of their (violent) repressive strategy. 

My…",99,rmack,
Sun Feb 16 12:26:44 +0000 2020,"RT @WalterStephanie: 📚 I updated my list of selected books on design, User eXperience, mobile, accessibility &amp; more with a new section dedi…",7,soapdog,
Sun Feb 16 12:26:00 +0000 2020,"The Dynamic Pricing service is based on factors like subject popularity, locality, number of tutors, accessibility,… https://t.co/JAiD0HY8Q1",0,Modaris_me,
Sun Feb 16 12:25:08 +0000 2020,RT @CanIPlayThat: Check out these accessibility improvements made in Metro Exodus! https://t.co/opS6tVlDPr,3,gwprime,
Sun Feb 16 12:25:05 +0000 2020,If  you require  special assistance  please check out the link here : https://t.co/m0Osw3GJ0V,0,POferriesupdate,
Sun Feb 16 12:25:00 +0000 2020,"RT @MSFTEnable: If you use a screen reader, make sure to join this webinar on February 20, 2020, 9am PT (12pm ET) covering helpful tips and…",23,AsieduEdmund,
Sun Feb 16 12:24:47 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,gwprime,GameDev
Sun Feb 16 12:24:42 +0000 2020,"RT @w3c_wai: Get going on digital #accessibility with online intro course for technical and non-technical, from @w3c_wai @w3c @theW3Cx on @…",53,AsieduEdmund,accessibility
Sun Feb 16 12:24:37 +0000 2020,"RT @sabouzah: this course on digital #accessibility is suitable for everyone, technical and non-technical! if you work with digital technol…",19,AsieduEdmund,accessibility
Sun Feb 16 12:24:24 +0000 2020,RT @pa79smyth: We’re hiring within the Barclays digital #accessibility team. If you’re passionate about #a11y there’s never been a better r…,21,AsieduEdmund,accessibility a11y
Sun Feb 16 12:24:10 +0000 2020,@NianticHelp Going through the information about the event in Liverpool and the accessibility  information is being… https://t.co/9nQ4Oqyzk1,0,clareylouise,
Sun Feb 16 12:24:07 +0000 2020,RT @VirtualTeamw0rk: Enabling Remote: Accessibility Issues in the Office-Optional Workplace - does #remotework mean greater #accessibility?…,1,AsieduEdmund,remotework accessibility
Sun Feb 16 12:24:01 +0000 2020,"RT @WalterStephanie: 📚 I updated my list of selected books on design, User eXperience, mobile, accessibility &amp; more with a new section dedi…",7,CodingGrace,
Sun Feb 16 12:23:57 +0000 2020,RT @NeilMilliken: Another truth from @mulegirl ‘s book Conversational Design “The last thing you want to do is make your customers guess at…,5,AsieduEdmund,
Sun Feb 16 12:23:51 +0000 2020,"@PixScienceCo I share about front-end development, web accessibility and live tweet conferences.

Also, this is my… https://t.co/t3eOYEQLmG",0,jessbudd4,
Sun Feb 16 12:23:45 +0000 2020,"RT @PiperPerabo: Polling places should be accessible to all voters. If you are having trouble accessing a voting location, or think your vo…",30,AsieduEdmund,
Sun Feb 16 12:23:27 +0000 2020,RT @MikaSuutari: #Headphones in #openconcept event spaces offer an #accessible experience.  #technology #accessibility #bett2020 https://t.…,2,AsieduEdmund,Headphones openconcept accessible technology accessibility bett2020
Sun Feb 16 12:23:22 +0000 2020,15 February 2020 - the day when live subtitles for a major Polish TV broadcaster officially appeared on TV screens.… https://t.co/w8BaKhwXvW,0,tom_asenda,
Sun Feb 16 12:22:59 +0000 2020,"Thank you. This trend is good for creativity and UI practice, but please don't apply it to real world products, it'… https://t.co/9MKL9y2P3Q",0,karl_iaxd,
Sun Feb 16 12:22:46 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,RajanikantaMund,
Sun Feb 16 12:22:19 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Jpofgwynedd,
Sun Feb 16 12:21:42 +0000 2020,"RT @RoyalBlind: When you're using hashtags, always use CamelCase (capitalise the first letter of every word). This means that the words in…",20,AsieduEdmund,
Sun Feb 16 12:21:03 +0000 2020,@Recta_Pete I hate the way they implemented home and multi app on my iPad Pro. I had to open up accessibility contr… https://t.co/bEmlUZ2wud,0,bhockle,
Sun Feb 16 12:20:52 +0000 2020,"@batpeople My fave was the 'retire to falmouth,  it's lovely!'
We're not going to mention the hills or accessibility of the buildings.",0,burntcopper,
Sun Feb 16 12:20:38 +0000 2020,RT @OneNoteEDU: Coming this spring! #OneNote Live Captions will give students access to real-time captioning and translation features right…,80,AsieduEdmund,OneNote
Sun Feb 16 12:20:21 +0000 2020,"RT @mtholfsen: NEW! Dictation in Word for Mac is fully rolled out 100% globally 🌎 Try it out today! #edtech #edchat #accessibility

🔗 https…",30,AsieduEdmund,edtech edchat accessibility
Sun Feb 16 12:20:12 +0000 2020,Accessibility oriented design system https://t.co/FhJcgDsAL9,0,dnsuperhi,
Sun Feb 16 12:18:30 +0000 2020,"RT @MSFTIssues: ""Ever wondered what the museums of the future will look like...

When they integrate immersive #technology to improve #acce…",16,AsieduEdmund,technology
Sun Feb 16 12:18:18 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,ColinTheMathmo,
Sun Feb 16 12:18:10 +0000 2020,RT @MSFTEnable: One way to ensure your @PowerPoint presentation is accessible is by checking that your content works well with a Screen Rea…,18,AsieduEdmund,
Sun Feb 16 12:18:00 +0000 2020,"RT @MSFTEnable: Accessibility leader and champion, Prerna Goja, built a business around inclusion. 

Here she shares two things all technol…",12,AsieduEdmund,
Sun Feb 16 12:17:55 +0000 2020,"RT @KariGaynor: Last night, Turn 10's Accessibility Leadership Team had a blast attending an Accessible Game Night at Bellevue's Microsoft…",15,AsieduEdmund,
Sun Feb 16 12:17:53 +0000 2020,@mollydot An #InclusiveDesign product exploiting a specific #accessibility issue without actually helping to fix th… https://t.co/Zbjxb8khwI,0,Acuity_Design,InclusiveDesign accessibility
Sun Feb 16 12:17:40 +0000 2020,"@rebeccalinnett Agreed. There's not necessarily a good solution, but as an instructor, I definitely am concerned my… https://t.co/I3KbZQ1rXH",0,VerbingNouns,
Sun Feb 16 12:17:33 +0000 2020,Thank you Baba uMkhize for this initiative as a psych patient i fully believe that this will be a great initiative… https://t.co/jEzY83nK5r,0,bongozonke,
Sun Feb 16 12:17:23 +0000 2020,"RT @MSFTEnable: We are looking for project proposals that aim to accelerate mental health research, data insights, and innovation using adv…",94,AsieduEdmund,
Sun Feb 16 12:16:51 +0000 2020,"RT @MSFTIssues: ""There's a common saying in the disability community: You shouldn't build anything for us without including us.""

#Accessib…",15,AsieduEdmund,
Sun Feb 16 12:16:48 +0000 2020,"RT @MSFTEnable: We are looking for project proposals that aim to accelerate mental health research, data insights, and innovation using adv…",94,MSPhilan_MEA,
Sun Feb 16 12:16:44 +0000 2020,"RT @MSFTEnable: Did you miss our live webinar on Excel Tips and Tricks? 

We've got you covered, find the recorded session here: https://t.…",15,AsieduEdmund,
Sun Feb 16 12:16:34 +0000 2020,RT @MSFTEnable: AI for Accessibility aims to harness the power of AI to amplify human capability for the +1 billion people around the world…,10,AsieduEdmund,
Sun Feb 16 12:16:32 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,misdeejay,
Sun Feb 16 12:15:33 +0000 2020,"Unsure about Digital Accessibility? These (Imaginary) People Can Lead to Success
https://t.co/lOdzsTAV6V",0,_iamadam,
Sun Feb 16 12:15:21 +0000 2020,"RT @MSFTEnable: Have you ever wanted to scan a receipt or table-type information into Excel? 

With this feature you can, and it's as simpl…",7,AsieduEdmund,
Sun Feb 16 12:15:14 +0000 2020,#NAME?,0,SkyHelpTeam,
Sun Feb 16 12:14:42 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,SiphoCindi,
Sun Feb 16 12:13:42 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,shivamkapoorlfc,
Sun Feb 16 12:12:33 +0000 2020,"RT @Jisc: What you need to know about the new digital accessibility regulations from our subject specialist on assistive technology, Rohan…",4,beckileeHHC,
Sun Feb 16 12:11:57 +0000 2020,@Chris_A_W @liseuse @EmmaKEdDev I remember my dad not being allowed to move a screen forward in a church because “i… https://t.co/4shkh1emVL,0,RachelJWillie,
Sun Feb 16 12:11:48 +0000 2020,@liseuse @Chris_A_W I think in this &amp; the thread you're spot on about it being a from-the-top thing: management pre… https://t.co/cspZH8DVMV,0,EmmaKEdDev,
